student_id,pais,edad,genero,plan,escuela_principal,dispositivo_principal,objetivo_estudiante,nivel_educativo,experiencia_tech_anios,meses_suscrito,tipo_pago,dias_para_renovacion,intentos_pago_fallidos,fecha_registro,dias_en_gratuito_antes_pago,cursos_inscritos,tasa_completado,cursos_completados,certificados_obtenidos,rutas_inscritas,rutas_completadas,examenes_ruta_aprobados,interes_Prog,interes_DataSci,interes_Web,interes_Ingles,interes_Marketing,interes_Diseno,interes_Gestion,interes_SoftSkills,interes_Cloud,interes_Otros,dias_desde_ultimo_login,dias_desde_ultima_clase,sesiones_ultimo_mes,horas_vistas_total,horas_vistas_ultimo_mes,promedio_clases_semana,horas_semana_1,horas_semana_2,horas_semana_3,horas_semana_4,variacion_sesiones_vs_mes_anterior,racha_dias_maxima,racha_dias_actual,liveclasses_asistidas,hora_pico_uso,preguntas_en_foro,respuestas_en_foro,upvotes_recibidos,tutoriales_publicados,platzi_rank,nivel_rewards,tickets_soporte,dias_resolucion_promedio,nps_score,churn
PLZ-02950,Bolivia,24,Femenino,Gratuito,Escuela de Programacion y Software,Mobile,Freelance / proyectos propios,Universitario completo,0,4,Sin_suscripcion,-1.0,0,2023-01-01,7,1,0.18,0,0,2,0,0,0.4,0.3,0.11,0.07,0.11,0.18,0.05,0.37,0.36,0.19,50,57,2,4,1,0.2,0.0,0.0,0.0,0.0,-1.3,1,0,0,21,3,2,4,0,73,Estandar,1,2.9,9.0,1
PLZ-02951,Chile,27,Masculino,Gratuito,Escuela de Cloud Computing,Desktop,Conseguir empleo tech,Universitario completo,0,1,Sin_suscripcion,-1.0,0,2022-12-23,39,4,0.08,0,0,4,0,0,0.29,0.55,0.22,0.27,0.56,0.25,0.37,0.12,0.35,0.58,21,30,4,7,7,1.8,1.2,1.5,2.4,1.4,-0.1,1,0,0,14,3,3,3,0,47,Estandar,1,5.8,9.0,1
PLZ-02952,Argentina,18,Femenino,Basic,Escuela de Data Science e Inteligencia Artificial,Mobile,Freelance / proyectos propios,Posgrado,0,4,Mensual,23.0,0,2022-03-02,19,1,0.38,0,0,1,0,0,0.17,0.15,0.05,0.05,0.18,0.36,0.5,0.09,0.43,0.37,13,15,5,2,2,0.5,0.5,0.3,0.7,0.3,-0.8,7,0,4,18,0,4,7,0,151,Estandar,1,2.2,7.0,1
PLZ-02953,Perú,17,Femenino,Expert,Escuela de Data Science e Inteligencia Artificial,Mobile,Cambiar de carrera,Universitario en curso,3,20,Anual,182.0,0,2023-01-19,11,7,0.39,2,1,2,0,0,0.13,0.16,0.22,0.25,0.45,0.16,0.08,0.11,0.04,0.05,13,18,12,42,18,4.5,4.5,5.9,2.8,5.2,-0.9,7,0,2,22,5,9,32,0,501,Estandar,2,4.3,7.0,1
PLZ-02954,Colombia,31,Masculino,Expert,Escuela de Marketing Digital,Mobile,Cambiar de carrera,Universitario en curso,1,4,Anual,11.0,0,2025-04-01,11,6,0.24,1,0,1,0,0,0.36,0.44,0.08,0.49,0.57,0.22,0.29,0.03,0.18,0.14,12,18,9,27,5,1.2,0.9,1.3,1.4,0.7,-2.0,16,0,4,10,1,7,14,0,145,Estandar,2,1.1,10.0,0
PLZ-02955,España,24,Masculino,Gratuito,Escuela de Gestion y Liderazgo,Mobile,Emprender startup,Universitario completo,0,1,Sin_suscripcion,-1.0,0,2023-08-01,10,1,0.31,0,0,3,0,0,0.19,0.37,0.11,0.26,0.04,0.04,0.14,0.08,0.11,0.41,33,36,0,4,1,0.2,0.0,0.0,0.0,0.0,-3.2,1,0,0,19,1,1,1,0,24,Estandar,0,0.0,7.0,1
PLZ-02956,Argentina,31,Masculino,Expert,Escuela de Data Science e Inteligencia Artificial,Desktop,Aprender por curiosidad,Posgrado,1,9,Anual,261.0,0,2022-01-13,38,7,0.6,4,3,0,0,0,0.45,0.11,0.28,0.5,0.14,0.31,0.12,0.22,0.47,0.03,1,8,8,67,22,5.5,8.1,6.6,8.0,2.8,1.4,16,2,1,10,4,4,4,0,440,Estandar,1,5.5,6.0,0
PLZ-02957,Perú,33,Masculino,Basic,Escuela de Diseno Grafico,Mobile,Conseguir empleo tech,Universitario completo,2,3,Mensual,4.0,0,2023-07-26,5,3,0.11,0,0,1,0,0,0.55,0.2,0.42,0.17,0.14,0.19,0.13,0.13,0.48,0.37,32,40,0,11,0,0.0,0.0,0.0,0.0,0.0,-7.6,18,0,0,20,3,4,14,0,84,Estandar,2,6.8,5.0,1
PLZ-02958,Venezuela,34,Masculino,Expert Duo,Escuela de Videojuegos,Desktop,Conseguir empleo tech,Universitario completo,2,6,Anual,43.0,0,2025-02-04,30,15,0.54,8,7,3,1,1,0.17,0.15,0.22,0.04,0.29,0.21,0.13,0.19,0.28,0.52,8,12,19,144,11,2.8,1.8,2.9,3.7,2.9,1.8,20,0,0,15,1,4,14,0,1076,Estandar,0,0.0,10.0,0
PLZ-02959,México,17,Masculino,Expert,Escuela de Diseno Grafico,Mobile,Ascender en trabajo actual,Universitario en curso,1,48,Anual,4.0,1,2022-12-29,32,11,0.42,4,3,1,0,0,0.12,0.35,0.03,0.15,0.2,0.62,0.33,0.15,0.23,0.65,0,3,13,82,7,1.8,1.5,1.0,1.8,1.9,1.6,15,0,1,5,1,3,11,0,845,Estandar,0,0.0,8.0,1
PLZ-02960,Chile,22,Femenino,Expert,Escuela de Programacion y Software,Desktop,Freelance / proyectos propios,Universitario completo,2,17,Anual,337.0,2,2025-02-05,10,11,0.29,3,2,0,0,0,0.19,0.67,0.09,0.05,0.39,0.18,0.31,0.17,0.19,0.18,9,21,11,77,6,1.5,1.0,1.4,2.1,1.8,-3.6,34,0,3,23,4,4,10,0,787,Estandar,0,0.0,9.0,0
PLZ-02961,México,30,Masculino,Gratuito,Escuela de Gestion y Liderazgo,Mobile,Aprender por curiosidad,Universitario completo,2,1,Sin_suscripcion,-1.0,0,2024-04-12,68,1,0.03,0,0,2,0,0,0.23,0.11,0.21,0.54,0.46,0.37,0.06,0.35,0.45,0.11,180,183,1,1,1,0.2,0.0,0.0,0.0,0.0,-10.8,29,0,0,21,2,2,7,0,43,Estandar,1,4.8,10.0,1
PLZ-02962,México,30,Masculino,Expert,Escuela de Diseno Grafico,Tablet,Conseguir empleo tech,Universitario completo,5,13,Anual,59.0,0,2023-04-13,33,7,0.24,1,0,1,0,0,0.34,0.07,0.2,0.6,0.32,0.29,0.2,0.29,0.36,0.15,11,24,5,30,10,2.5,1.6,1.6,1.4,2.0,-0.0,18,0,4,14,3,4,7,0,449,Estandar,0,0.0,5.0,0
PLZ-02963,México,40,Masculino,Expert,Escuela de Marketing Digital,Desktop,Ascender en trabajo actual,Universitario completo,0,7,Anual,30.0,1,2023-11-20,0,3,0.16,0,0,1,0,0,0.19,0.2,0.67,0.25,0.47,0.25,0.16,0.27,0.31,0.37,23,23,9,3,3,0.8,1.0,0.9,0.4,0.7,6.5,2,0,4,19,2,5,5,0,133,Estandar,1,3.2,9.0,0
PLZ-02964,Paraguay,21,Masculino,Expert Duo,Escuela de Diseno Grafico,Desktop,Freelance / proyectos propios,Secundaria,7,35,Cuotas x4,88.0,1,2024-04-16,9,11,0.24,2,1,3,0,0,0.16,0.39,0.1,0.16,0.4,0.28,0.61,0.23,0.17,0.16,13,16,13,52,23,5.8,7.0,6.9,5.1,6.7,1.4,14,0,3,21,3,6,3,0,1006,Estandar,0,0.0,,0
PLZ-02965,Venezuela,34,Masculino,Gratuito,Escuela de Finanzas e Inversiones,Desktop,Ascender en trabajo actual,Universitario completo,1,1,Sin_suscripcion,-1.0,0,2022-09-25,34,3,0.18,0,0,1,0,0,0.36,0.16,0.13,0.01,0.23,0.15,0.23,0.25,0.13,0.08,90,91,1,6,0,0.0,0.0,0.0,0.0,0.0,-3.3,47,0,0,23,6,6,18,0,77,Estandar,0,0.0,9.0,1
PLZ-02966,Argentina,29,Femenino,Basic,Escuela de Desarrollo Web,Desktop,Ascender en trabajo actual,Universitario completo,5,1,Mensual,14.0,0,2022-08-23,80,4,0.27,1,0,0,0,0,0.41,0.06,0.23,0.12,0.25,0.13,0.67,0.04,0.23,0.21,8,8,5,15,15,3.8,2.1,4.8,2.8,2.2,3.9,21,0,4,22,1,6,3,0,94,Estandar,1,3.7,9.0,0
PLZ-02967,Perú,17,Masculino,Expert,Escuela de Programacion y Software,Desktop,Conseguir empleo tech,Posgrado,2,1,Anual,128.0,0,2024-07-05,18,11,0.29,3,2,0,0,0,0.09,0.41,0.52,0.19,0.47,0.59,0.43,0.06,0.3,0.58,6,18,20,55,24,6.0,6.2,4.2,7.9,6.8,-2.4,11,0,2,18,1,1,2,0,140,Estandar,1,1.4,6.0,1
PLZ-02968,Colombia,23,Femenino,Gratuito,Escuela de Desarrollo Web,Mobile,Cambiar de carrera,Universitario completo,1,8,Sin_suscripcion,-1.0,0,2022-08-03,9,3,0.03,0,0,4,0,0,0.63,0.35,0.04,0.22,0.24,0.15,0.57,0.12,0.13,0.18,100,113,2,5,0,0.0,0.0,0.0,0.0,0.0,-3.7,3,0,0,8,3,6,12,0,141,Estandar,2,4.4,6.0,1
PLZ-02969,Bolivia,28,Masculino,Basic,Escuela de Programacion y Software,Desktop,Ascender en trabajo actual,Universitario completo,3,1,Mensual,24.0,3,2023-04-01,32,2,0.37,0,0,2,0,0,0.46,0.12,0.54,0.33,0.48,0.31,0.11,0.16,0.31,0.28,15,20,5,7,7,1.8,1.5,1.4,1.7,1.1,4.2,29,0,4,3,1,3,9,0,65,Estandar,1,5.9,10.0,1
PLZ-02970,Colombia,16,Femenino,Expert Family,Escuela de Data Science e Inteligencia Artificial,Desktop,Ascender en trabajo actual,Posgrado,5,5,Cuotas x4,225.0,0,2023-08-25,18,14,0.45,6,5,0,0,0,0.22,0.27,0.18,0.28,0.18,0.31,0.09,0.13,0.13,0.28,4,4,23,94,19,4.8,3.1,4.5,2.6,3.1,2.3,21,0,4,19,4,10,32,0,344,Estandar,2,3.1,6.0,1
PLZ-02971,Colombia,16,Femenino,Basic,Escuela de Ingles,Mobile,Conseguir empleo tech,Tecnico,2,2,Mensual,12.0,0,2022-12-05,16,5,0.32,1,0,0,0,0,0.08,0.15,0.06,0.1,0.05,0.14,0.06,0.14,0.12,0.03,2,6,7,31,17,4.2,5.8,4.4,4.9,4.9,2.6,4,0,3,13,4,12,33,0,174,Estandar,1,3.6,6.0,1
PLZ-02972,México,16,Masculino,Expert Family,Escuela de Data Science e Inteligencia Artificial,Desktop,Ascender en trabajo actual,Universitario en curso,2,7,Anual,165.0,0,2024-04-04,109,26,0.36,9,7,2,0,0,0.36,0.03,0.24,0.26,0.14,0.11,0.07,0.11,0.16,0.12,1,7,19,187,10,2.5,2.9,2.6,3.5,1.3,3.9,19,3,2,13,5,6,21,0,617,Estandar,0,0.0,9.0,0
PLZ-02973,Perú,28,Femenino,Gratuito,Escuela de Marketing Digital,Desktop,Conseguir empleo tech,Universitario completo,0,1,Sin_suscripcion,-1.0,0,2023-12-20,76,2,0.1,0,0,1,0,0,0.41,0.26,0.05,0.12,0.37,0.26,0.05,0.28,0.52,0.17,14,17,3,3,3,0.8,0.9,0.5,0.7,0.6,3.0,16,0,0,18,2,5,5,0,57,Estandar,0,0.0,10.0,0
PLZ-02974,Perú,24,Masculino,Expert,Escuela de Gestion y Liderazgo,Mobile,Conseguir empleo tech,Universitario en curso,7,12,Anual,197.0,0,2025-04-03,36,3,0.36,1,0,2,0,0,0.21,0.13,0.44,0.65,0.28,0.04,0.44,0.19,0.14,0.32,2,14,9,19,19,4.8,5.5,6.9,5.8,3.5,4.5,0,0,1,0,1,5,4,0,202,Estandar,0,0.0,8.0,0
PLZ-02975,Colombia,23,Femenino,Expert,Escuela de Desarrollo Web,Mobile,Conseguir empleo tech,Universitario en curso,7,1,Anual,315.0,0,2024-11-30,19,11,0.22,2,1,2,0,0,0.57,0.06,0.11,0.3,0.22,0.05,0.15,0.2,0.18,0.2,9,18,9,47,12,3.0,3.9,4.0,4.3,4.0,-0.1,23,0,2,11,1,6,6,0,131,Estandar,0,0.0,8.0,1
PLZ-02976,México,23,Masculino,Expert,Escuela de E-commerce y Negocios Digitales,Desktop,Conseguir empleo tech,Posgrado,2,9,Anual,30.0,0,2022-04-25,12,7,0.45,3,2,1,0,0,0.41,0.15,0.15,0.67,0.12,0.22,0.26,0.18,0.15,0.17,1,14,6,36,5,1.2,0.9,1.0,1.5,0.7,1.0,6,1,2,17,4,5,12,0,423,Estandar,1,3.5,10.0,1
PLZ-02977,Chile,18,No especifica,Expert Family,Escuela de Programacion y Software,Desktop,Freelance / proyectos propios,Universitario completo,5,10,Anual,196.0,1,2025-03-04,26,16,0.34,5,4,1,0,0,0.03,0.47,0.55,0.28,0.29,0.23,0.43,0.58,0.5,0.11,0,1,15,130,16,4.0,5.8,3.1,4.7,5.4,1.9,4,0,2,18,2,7,18,0,448,Estandar,0,0.0,10.0,0
PLZ-02978,México,24,Femenino,Gratuito,Escuela de Soft Skills,Desktop,Ascender en trabajo actual,Tecnico,1,1,Sin_suscripcion,-1.0,0,2022-02-02,17,4,0.71,2,1,3,2,1,0.05,0.05,0.17,0.31,0.3,0.18,0.06,0.07,0.27,0.07,1,13,5,36,15,3.8,3.5,3.9,5.3,2.5,-2.2,5,1,0,12,9,1,2,0,1334,Estandar,0,0.0,10.0,0
PLZ-02979,Argentina,16,No especifica,Expert Duo,Escuela de Gestion y Liderazgo,Desktop,Emprender startup,Universitario en curso,5,6,Anual,307.0,0,2023-05-30,18,16,0.59,9,8,3,1,1,0.09,0.04,0.27,0.18,0.25,0.35,0.33,0.6,0.62,0.03,2,8,22,157,9,2.2,3.2,3.1,2.2,1.8,1.1,4,0,3,9,5,5,19,0,1130,Estandar,1,1.9,6.0,0
PLZ-02980,Paraguay,34,Masculino,Expert,Escuela de Data Science e Inteligencia Artificial,Desktop,Conseguir empleo tech,Secundaria,2,10,Cuotas x4,344.0,2,2024-01-15,7,13,0.41,5,3,2,0,0,0.38,0.26,0.23,0.44,0.17,0.16,0.17,0.1,0.05,0.48,0,0,11,68,4,1.0,0.9,0.5,1.5,1.2,5.2,15,6,0,21,2,1,3,0,264,Estandar,0,0.0,10.0,0
PLZ-02981,Colombia,37,Masculino,Gratuito,Escuela de Data Science e Inteligencia Artificial,Mobile,Conseguir empleo tech,Universitario completo,2,1,Sin_suscripcion,-1.0,0,2024-07-20,13,4,0.01,0,0,3,0,0,0.21,0.05,0.14,0.07,0.46,0.36,0.1,0.68,0.1,0.1,65,71,2,8,0,0.0,0.0,0.0,0.0,0.0,-8.4,4,0,0,16,3,9,9,0,63,Estandar,0,0.0,6.0,1
PLZ-02982,México,16,Femenino,Expert Duo,Escuela de Data Science e Inteligencia Artificial,Mobile,Emprender startup,Tecnico,0,8,Anual,184.0,0,2024-10-09,46,5,0.5,2,1,2,1,1,0.49,0.12,0.2,0.37,0.37,0.26,0.3,0.31,0.03,0.29,5,12,16,35,3,0.8,0.9,1.1,1.1,0.9,2.1,11,0,2,22,3,5,6,0,1109,Estandar,0,0.0,8.0,0
PLZ-02983,Argentina,24,Femenino,Basic,Escuela de Gestion y Liderazgo,Desktop,Conseguir empleo tech,Universitario completo,10,1,Mensual,20.0,0,2023-11-11,10,3,0.15,0,0,2,0,0,0.11,0.16,0.33,0.33,0.08,0.18,0.15,0.41,0.35,0.39,25,27,2,13,9,2.2,2.7,1.2,2.6,3.0,6.7,12,0,3,15,4,3,6,3,211,Estandar,0,0.0,9.0,1
PLZ-02984,Chile,24,No especifica,Expert,Escuela de Soft Skills,Mobile,Conseguir empleo tech,Universitario completo,7,7,Anual,202.0,0,2023-05-15,10,15,0.52,7,6,1,0,0,0.11,0.3,0.4,0.18,0.05,0.17,0.48,0.07,0.14,0.4,2,2,5,106,7,1.8,0.9,2.4,1.2,1.5,1.4,3,0,1,22,3,12,17,0,363,Estandar,0,0.0,,0
PLZ-02985,Colombia,25,Masculino,Basic,Escuela de Data Science e Inteligencia Artificial,Desktop,Conseguir empleo tech,Secundaria,5,2,Mensual,19.0,3,2022-10-29,9,7,0.07,0,0,1,0,0,0.17,0.69,0.3,0.04,0.37,0.23,0.37,0.34,0.31,0.53,22,26,5,26,25,6.2,9.2,5.5,6.1,3.5,0.8,29,0,1,20,2,3,10,0,91,Estandar,0,0.0,9.0,0
PLZ-02986,Guatemala,33,Femenino,Expert Duo,Escuela de Ingles,Desktop,Aprender por curiosidad,Universitario en curso,1,17,Anual,218.0,0,2024-04-18,5,17,0.24,4,3,1,0,0,0.13,0.18,0.05,0.14,0.29,0.37,0.16,0.13,0.1,0.24,4,16,18,63,4,1.0,1.1,0.8,1.2,1.0,1.2,3,0,2,21,3,6,23,0,518,Estandar,0,0.0,7.0,0
PLZ-02987,México,24,Masculino,Expert,Escuela de Programacion y Software,Mobile,Aprender por curiosidad,Universitario completo,1,12,Anual,76.0,1,2024-04-03,58,7,0.26,1,0,4,1,1,0.3,0.11,0.36,0.21,0.18,0.21,0.28,0.12,0.11,0.39,1,2,10,20,20,5.0,6.8,6.1,6.8,5.6,-3.3,6,4,3,19,3,4,15,0,969,Estandar,1,5.6,9.0,0
PLZ-02988,Colombia,26,Masculino,Gratuito,Escuela de Desarrollo Web,Mobile,Ascender en trabajo actual,Universitario en curso,3,1,Sin_suscripcion,-1.0,0,2023-09-01,118,4,0.21,0,0,2,0,0,0.14,0.36,0.28,0.26,0.27,0.35,0.61,0.32,0.08,0.18,53,65,0,13,0,0.0,0.0,0.0,0.0,0.0,-7.8,36,0,0,11,3,5,7,0,65,Estandar,0,0.0,10.0,1
PLZ-02989,Perú,44,Masculino,Expert,Escuela de Recursos Humanos,Desktop,Freelance / proyectos propios,Universitario completo,7,2,Cuotas x4,2.0,0,2025-01-08,35,16,0.13,2,1,2,0,0,0.47,0.24,0.38,0.18,0.25,0.24,0.37,0.32,0.48,0.15,8,10,10,49,12,3.0,2.1,2.3,3.5,4.0,-3.5,4,0,3,18,1,6,15,0,157,Estandar,0,0.0,9.0,1
PLZ-02990,Venezuela,26,Masculino,Gratuito,Escuela de Programacion y Software,Desktop,Ascender en trabajo actual,Posgrado,10,1,Sin_suscripcion,-1.0,0,2024-03-04,135,3,0.23,0,0,0,0,0,0.17,0.21,0.23,0.28,0.41,0.16,0.24,0.13,0.17,0.21,23,33,3,5,2,0.5,0.7,0.6,0.7,0.7,2.4,11,0,0,18,5,7,18,0,100,Estandar,1,2.6,9.0,1
PLZ-02991,México,37,No especifica,Basic,Escuela de Cloud Computing,Mobile,Emprender startup,Universitario en curso,1,13,Mensual,15.0,1,2022-09-12,39,4,0.33,1,0,3,0,0,0.08,0.4,0.13,0.22,0.11,0.62,0.14,0.09,0.38,0.5,8,18,7,23,12,3.0,4.0,4.3,3.4,3.6,-0.0,1,0,6,22,3,7,9,0,444,Estandar,3,2.1,9.0,0
PLZ-02992,Chile,30,Masculino,Gratuito,Escuela de Gestion y Liderazgo,Desktop,Conseguir empleo tech,Universitario en curso,3,1,Sin_suscripcion,-1.0,0,2022-04-17,15,1,0.12,0,0,1,0,0,0.27,0.25,0.56,0.04,0.49,0.36,0.22,0.26,0.21,0.14,116,120,2,3,0,0.0,0.0,0.0,0.0,0.0,-3.2,2,0,0,6,1,2,6,0,47,Estandar,0,0.0,8.0,0
PLZ-02993,Colombia,23,Femenino,Gratuito,Escuela de Finanzas e Inversiones,Desktop,Aprender por curiosidad,Universitario completo,5,1,Sin_suscripcion,-1.0,0,2025-01-29,44,1,0.11,0,0,2,0,0,0.62,0.2,0.17,0.27,0.33,0.26,0.38,0.04,0.01,0.07,65,68,1,4,0,0.0,0.0,0.0,0.0,0.0,-9.2,8,0,0,9,0,7,12,0,45,Estandar,1,3.6,8.0,0
PLZ-02994,Colombia,22,Femenino,Gratuito,Escuela de Programacion y Software,Desktop,Conseguir empleo tech,Universitario en curso,1,1,Sin_suscripcion,-1.0,0,2023-09-17,20,3,0.04,0,0,0,0,0,0.02,0.04,0.16,0.59,0.39,0.29,0.43,0.18,0.13,0.08,16,23,5,3,3,0.8,1.0,0.4,1.0,1.0,1.4,0,0,0,15,5,13,42,0,123,Estandar,0,0.0,9.0,0
PLZ-02995,México,26,Masculino,Expert,Escuela de Data Science e Inteligencia Artificial,Mobile,Ascender en trabajo actual,Secundaria,2,6,Anual,259.0,0,2023-11-24,10,8,0.49,3,2,0,0,0,0.27,0.2,0.44,0.14,0.04,0.45,0.2,0.24,0.15,0.11,26,31,11,40,11,2.8,2.3,3.4,2.9,1.6,6.0,10,0,5,10,1,8,17,0,260,Estandar,0,0.0,10.0,0
PLZ-02996,Venezuela,20,Masculino,Expert,Escuela de Programacion y Software,Desktop,Conseguir empleo tech,Tecnico,0,4,Anual,297.0,2,2023-07-16,5,7,0.29,2,1,1,0,0,0.1,0.17,0.33,0.22,0.12,0.56,0.34,0.48,0.08,0.07,5,18,11,38,11,2.8,1.5,3.6,2.2,3.5,-1.2,22,0,2,13,2,6,9,0,152,Estandar,2,6.4,10.0,0
PLZ-02997,México,21,Femenino,Expert,Escuela de Diseno Grafico,Tablet,Freelance / proyectos propios,Posgrado,3,23,Cuotas x4,305.0,0,2024-11-18,23,4,0.76,3,2,1,0,0,0.03,0.49,0.42,0.2,0.29,0.27,0.24,0.08,0.33,0.28,5,15,10,41,14,3.5,3.6,3.1,5.2,3.3,5.7,70,0,3,19,2,7,15,0,366,Estandar,0,0.0,8.0,0
PLZ-02998,México,24,Masculino,Gratuito,Escuela de Ingles,Desktop,Freelance / proyectos propios,Posgrado,7,1,Sin_suscripcion,-1.0,0,2022-12-23,119,3,0.11,0,0,0,0,0,0.1,0.38,0.32,0.14,0.25,0.15,0.06,0.25,0.17,0.39,14,19,3,13,13,3.2,3.3,3.8,4.1,2.8,1.1,35,0,0,9,4,7,3,0,63,Estandar,6,3.8,10.0,0
PLZ-02999,México,28,Femenino,Expert,Escuela de Programacion y Software,Desktop,Ascender en trabajo actual,Tecnico,7,3,Anual,82.0,0,2023-02-07,37,9,0.39,3,2,1,0,0,0.54,0.47,0.33,0.15,0.16,0.08,0.41,0.08,0.1,0.37,26,32,13,42,23,5.8,7.1,8.1,6.5,5.9,4.8,19,0,6,14,4,7,16,0,187,Estandar,1,1.5,2.0,0
PLZ-03000,Venezuela,37,No especifica,Expert,Escuela de Gestion y Liderazgo,Mobile,Freelance / proyectos propios,Universitario completo,3,38,Anual,293.0,0,2025-01-23,55,6,0.15,0,0,2,0,0,0.71,0.52,0.57,0.05,0.5,0.41,0.06,0.3,0.52,0.33,14,27,16,24,18,4.5,2.9,6.7,2.6,3.1,4.7,12,0,2,13,3,3,6,0,768,Estandar,2,4.2,10.0,1
PLZ-03001,Argentina,24,Masculino,Basic,Escuela de Data Science e Inteligencia Artificial,Desktop,Freelance / proyectos propios,Tecnico,1,1,Mensual,16.0,0,2025-03-11,8,1,0.51,0,0,1,0,0,0.35,0.56,0.37,0.31,0.44,0.31,0.19,0.24,0.05,0.13,2,7,7,3,3,0.8,1.0,1.0,0.4,0.6,0.9,9,0,7,9,1,7,5,1,111,Estandar,0,0.0,10.0,0
PLZ-03002,Chile,29,Masculino,Expert Duo,Escuela de Programacion y Software,Desktop,Aprender por curiosidad,Universitario completo,3,2,Cuotas x4,223.0,0,2024-09-29,35,14,0.16,2,1,2,0,0,0.13,0.07,0.08,0.2,0.01,0.2,0.46,0.19,0.09,0.1,13,21,9,37,5,1.2,1.2,0.9,1.6,1.2,-1.3,8,0,7,11,4,3,4,0,170,Estandar,0,0.0,1.0,0
PLZ-03003,México,17,Masculino,Expert,Escuela de Desarrollo Web,Desktop,Conseguir empleo tech,Tecnico,7,3,Cuotas x4,263.0,0,2022-05-05,1,11,0.27,2,1,2,0,0,0.19,0.28,0.21,0.13,0.24,0.23,0.41,0.06,0.49,0.15,6,12,14,62,18,4.5,4.9,5.3,3.7,4.6,0.5,38,0,1,15,3,3,8,0,196,Estandar,0,0.0,10.0,0
PLZ-03004,Argentina,33,Femenino,Expert,Escuela de Programacion y Software,Desktop,Ascender en trabajo actual,Secundaria,3,1,Cuotas x4,38.0,1,2024-12-22,19,9,0.19,1,0,3,0,0,0.29,0.47,0.16,0.11,0.33,0.28,0.12,0.06,0.07,0.2,2,5,9,24,22,5.5,3.4,7.6,3.9,6.2,4.3,22,0,1,20,4,2,1,0,107,Estandar,0,0.0,4.0,1
PLZ-03005,Colombia,16,Masculino,Basic,Escuela de Data Science e Inteligencia Artificial,Mobile,Conseguir empleo tech,Universitario completo,2,5,Mensual,9.0,0,2024-02-08,91,4,0.41,1,0,2,0,0,0.14,0.49,0.13,0.12,0.06,0.4,0.29,0.2,0.04,0.31,11,18,5,19,10,2.5,1.7,2.2,1.4,2.7,-1.0,1,0,4,20,1,1,2,0,231,Estandar,1,2.8,1.0,1
PLZ-03006,Chile,31,Masculino,Gratuito,Escuela de Data Science e Inteligencia Artificial,Desktop,Ascender en trabajo actual,Universitario en curso,7,1,Sin_suscripcion,-1.0,0,2022-07-23,1,4,0.06,0,0,0,0,0,0.09,0.22,0.3,0.19,0.09,0.22,0.03,0.46,0.73,0.17,14,27,2,15,14,3.5,4.2,5.0,4.9,2.7,-2.9,4,0,0,15,3,4,3,0,48,Estandar,1,1.6,7.0,0
PLZ-03007,Ecuador,26,Masculino,Expert Duo,Escuela de Soft Skills,Mobile,Freelance / proyectos propios,Tecnico,7,23,Anual,83.0,1,2022-11-16,15,17,0.2,3,2,2,0,0,0.06,0.22,0.17,0.09,0.1,0.54,0.06,0.05,0.08,0.64,1,5,20,67,21,5.2,5.3,5.8,3.7,5.9,-1.4,4,2,2,16,2,5,19,0,1035,Estandar,0,0.0,9.0,0
PLZ-03008,México,26,No especifica,Expert,Escuela de Gestion y Liderazgo,Mobile,Freelance / proyectos propios,Universitario completo,7,18,Anual,205.0,0,2022-05-19,0,6,0.42,2,1,1,0,0,0.16,0.32,0.1,0.2,0.13,0.32,0.46,0.27,0.38,0.05,34,44,3,33,1,0.2,0.0,0.0,0.0,0.0,-6.9,52,0,0,15,3,10,6,0,583,Estandar,0,0.0,7.0,1
PLZ-03009,Argentina,25,Masculino,Gratuito,Escuela de Desarrollo Web,Desktop,Freelance / proyectos propios,Universitario completo,7,1,Sin_suscripcion,-1.0,0,2025-04-13,38,1,0.12,0,0,0,0,0,0.61,0.34,0.29,0.15,0.19,0.19,0.07,0.47,0.13,0.16,18,19,1,4,4,1.0,1.1,1.2,1.1,0.6,3.9,28,0,0,20,3,9,24,0,89,Estandar,2,5.2,9.0,1
PLZ-03010,México,19,Masculino,Basic,Escuela de Diseno Grafico,Desktop,Conseguir empleo tech,Universitario completo,2,2,Mensual,26.0,0,2023-09-01,16,5,0.26,1,0,0,0,0,0.19,0.05,0.15,0.33,0.39,0.16,0.3,0.3,0.2,0.18,53,61,0,21,1,0.2,0.0,0.0,0.0,0.0,-6.6,9,0,0,19,6,5,9,0,128,Estandar,1,3.0,10.0,1
PLZ-03011,Colombia,19,No especifica,Expert,Escuela de Ingles,Desktop,Freelance / proyectos propios,Posgrado,7,9,Anual,130.0,0,2023-09-22,14,8,0.73,5,4,1,0,0,0.22,0.37,0.23,0.12,0.16,0.14,0.05,0.09,0.48,0.27,3,7,9,57,25,6.2,7.2,4.6,7.4,4.5,2.2,4,0,3,19,3,6,5,0,474,Estandar,1,2.3,7.0,0
PLZ-03012,México,32,Femenino,Expert,Escuela de Data Science e Inteligencia Artificial,Desktop,Ascender en trabajo actual,Universitario completo,3,26,Cuotas x4,70.0,0,2024-01-08,17,11,0.11,1,0,0,0,0,0.02,0.14,0.22,0.44,0.37,0.25,0.28,0.09,0.12,0.1,16,24,13,39,4,1.0,1.2,0.9,1.4,0.9,-1.2,27,0,3,20,3,5,3,0,939,Estandar,0,0.0,3.0,1
